STOP_ID,STOP_TYPE,X,Y
795,1,839560,820394
797,1,839487,821179
798,1,839355,821309
801,1,839357,821508
804,1,837428,820447
806,1,837340,819403
807,1,837227,819212
808,1,837070,818963
813,1,836690,815389
817,1,837358,820061
818,1,837461,820570
820,1,837838,821078
822,1,838572,821684
823,1,839391,821570
824,1,839227,820999
825,1,839270,821370
826,1,839517,821068
828,1,834191,821616
829,1,834209,821391
830,1,834605,821057
833,1,835178,820579
836,1,836925,815548
837,1,836852,815275
838,1,834929,820886
839,1,834931,820993
843,1,836455,822561
845,1,836650,825219
846,1,836541,825686
847,1,836612,825986
849,1,837244,826147
850,1,837792,826334
851,1,838120,826464
852,1,838145,826759
853,1,837414,827147
854,1,838212,826731
856,1,837841,826260
857,1,837336,826131
858,1,837009,826129
859,1,836580,825686
863,1,836437,819785
864,1,836276,819331
865,1,833380,822006
866,1,835509,819900
867,1,836068,815357
868,1,836989,826159
869,1,838206,827039
870,1,838457,827315
873,1,838982,827499
874,1,838462,827278
875,1,838183,826966
876,1,838140,826452
877,1,835802,815571
879,1,835451,834824
880,1,835296,834703
881,1,835252,834426
883,1,835911,834128
884,1,839949,826440
885,1,842118,817956
886,1,834209,816016
891,1,836214,815783
892,1,835872,834105
894,1,835367,834289
895,1,835261,834521
896,1,835282,834713
898,1,838148,814563
901,1,838776,816467
902,1,838866,816532
903,1,839430,816737
904,1,838976,817119
909,1,811128,817651
911,1,834513,818366
912,1,840643,816502
914,1,843834,813745
915,1,843996,813864
916,1,843648,814177
917,1,843338,814222
918,1,843690,814186
921,1,834439,818451
926,1,811879,816765
927,1,811041,817177
929,1,811562,819426
931,1,811243,820064
932,1,811048,817134
933,1,811727,816726
937,1,809889,817455
941,1,811822,816515
942,1,811999,816388
943,1,811535,815662
944,1,811954,816388
945,1,811775,816511
947,1,810280,817381
950,1,811175,817660
951,1,810988,818075
952,1,828033,823304
953,1,828248,823876
956,1,833336,822050
957,1,834381,821639
961,1,835769,818009
965,1,835783,817450
966,1,835771,817640
967,1,835725,818356
968,1,835701,818659
970,1,835662,819081
971,1,835027,821067
972,1,834821,821239
973,1,833186,821966
976,1,828220,823769
977,1,828043,823220
978,1,810788,817588
979,1,810935,818141
980,1,817940,825433
981,1,833772,816382
982,1,811919,820096
985,1,837430,826994
986,1,837678,827068
987,1,834942,812192
993,1,835263,822514
994,1,837254,822618
995,1,839108,822329
998,1,844922,819153
999,1,844868,819365
1000,1,845265,819562
1001,1,845261,820020
1003,1,844500,820605
1006,1,844992,820338
1007,1,845261,820046
1008,1,845461,819760
1009,1,837467,822584
1010,1,835226,822502
1012,1,837375,822830
1014,1,838021,822792
1016,1,841318,821273
1017,1,841594,820774
1020,1,842086,819742
1021,1,842207,819581
1022,1,842685,819301
1023,1,842606,819114
1024,1,842695,818646
1025,1,842602,818385
1026,1,842718,818198
1027,1,842905,818168
1028,1,842840,818146
1029,1,842590,818421
1030,1,842700,818789
1031,1,842594,819107
1032,1,842691,819324
1033,1,842388,819576
1034,1,842162,819635
1035,1,841983,819780
1038,1,841150,821551
1039,1,840225,821475
1040,1,838439,822685
1042,1,838019,822708
1046,1,844213,819924
1047,1,844220,820110
1049,1,844017,820837
1050,1,844411,820916
1051,1,844770,820644
1052,1,844771,820335
1053,1,844718,820470
1054,1,844428,820525
1055,1,844364,820315
1056,1,844477,819991
1058,1,842315,818531
1061,1,833943,816316
1062,1,838654,816924
1063,1,842025,818004
1064,1,842165,818514
1065,1,841860,819088
1066,1,845009,819915
1067,1,844966,820334
1068,1,844738,820648
1069,1,844391,820893
1070,1,844015,820811
1073,1,840353,821592
1074,1,840180,821593
1075,1,839673,821676
1076,1,839569,820481
1077,1,839494,820281
1079,1,840477,819784
1081,1,841126,819386
1082,1,841520,819167
1083,1,841726,819029
1084,1,841718,818983
1085,1,841475,819159
1086,1,841185,819404
1087,1,840685,819588
1088,1,840449,819788
1090,1,839699,821711
1091,1,840232,821503
1092,1,841711,831102
1095,1,841365,831032
1096,1,840882,830165
1097,1,840729,829852
1098,1,841099,829568
1100,1,839899,828807
1101,1,839877,826400
1102,1,841781,830964
1103,1,841553,831572
1104,1,841893,831859
1106,1,841565,831520
1108,1,841797,830982
1109,1,841384,821360
1112,1,841515,820534
1115,1,840800,820329
1116,1,840429,820419
1119,1,840260,820187
1121,1,840810,820413
1123,1,841623,820610
1124,1,841404,820823
1125,1,841435,821105
1126,1,841292,818476
1127,1,841510,818523
1128,1,841574,818642
1130,1,836189,815763
1133,1,833754,811059
1134,1,833455,811213
1135,1,833319,811366
1136,1,841195,819322
1137,1,840715,819515
1138,1,840144,820131
1140,1,840097,820643
1141,1,839688,821249
1142,1,839433,821809
1143,1,839288,821991
1144,1,838749,822143
1146,1,838810,822412
1147,1,838711,822646
1148,1,838726,822179
1149,1,839158,821814
1150,1,839726,821289
1151,1,840159,820301
1152,1,840210,819875
1153,1,833549,811560
1154,1,833465,811223
1155,1,833702,811146
1158,1,818529,835682
1162,1,835303,817932
1164,1,835408,818509
1165,1,841671,819191
1166,1,818534,835706
1167,1,838657,822674
1171,1,831216,824364
1172,1,831223,824479
1173,1,831392,824659
1174,1,831495,824903
1175,1,831462,825434
1176,1,831350,825331
1177,1,831178,825299
1178,1,830926,825242
1179,1,830870,825380
1180,1,830635,825423
1181,1,830449,825384
1182,1,830217,825524
1183,1,830126,825577
1185,1,829958,825692
1186,1,830453,825403
1187,1,830867,825411
1188,1,830936,825324
1189,1,831125,825331
1191,1,831480,825457
1192,1,831513,824929
1193,1,831444,824683
1194,1,831050,824302
1195,1,834038,816434
1196,1,820025,824775
1197,1,818619,825217
1198,1,819327,825184
1199,1,819006,825248
1201,1,818209,825279
1203,1,817652,825449
1204,1,817407,825818
1205,1,817157,826051
1206,1,816707,826166
1207,1,816328,826530
1208,1,816057,826641
1209,1,815900,826894
1210,1,815615,827065
1211,1,815178,826862
1212,1,814598,826399
1213,1,814538,826168
1214,1,814021,826278
1215,1,814120,826569
1216,1,814294,826980
1217,1,814562,827341
1219,1,814316,826971
1220,1,814103,826515
1221,1,814142,826140
1222,1,814397,826051
1223,1,814512,826169
1224,1,814575,826408
1225,1,815227,826915
1226,1,815619,827093
1227,1,815881,826953
1228,1,816070,826661
1229,1,816352,826543
1230,1,816671,826243
1231,1,817111,826080
1232,1,817393,825888
1233,1,817578,825595
1234,1,817991,825449
1235,1,818403,825242
1237,1,818730,825260
1238,1,819430,825097
1239,1,820042,824706
1241,1,814956,825962
1242,1,814626,825944
1243,1,834479,816051
1244,1,816083,827581
1245,1,816105,827346
1248,1,818320,834537
1249,1,818286,834798
1250,1,818328,835020
1251,1,817964,835264
1252,1,818090,835616
1253,1,818259,835459
1254,1,818056,835573
1255,1,817770,835629
1256,1,818638,835338
1260,1,818019,835202
1261,1,818381,835011
1262,1,818286,834767
1263,1,818383,834472
1268,1,836314,815640
1269,1,839630,809033
1270,1,839264,809278
1271,1,839342,809107
1272,1,839360,808863
1275,1,839000,809031
1277,1,835455,817634
1278,1,835502,817398
1279,1,836017,817361
1280,1,836124,817648
1281,1,836165,817883
1282,1,836216,818047
1283,1,836387,818197
1284,1,836430,818096
1286,1,835996,817310
1289,1,835364,817954
1295,1,839012,809026
1298,1,839342,808910
1300,1,839329,809290
1305,1,838742,817067
1306,1,838885,817098
1307,1,841359,815565
1310,1,836233,818016
1317,1,835248,819975
1320,1,835564,818493
1321,1,835825,818552
1322,1,836190,818639
1323,1,837423,820491
1325,1,842125,818632
1326,1,842124,818671
1331,1,835555,818474
1333,1,812060,816667
1334,1,837776,815992
1336,1,810142,817365
1339,1,835651,820054
1340,1,834384,819991
1343,1,834995,819954
1345,1,811177,817947
1347,1,810697,817022
1348,1,810662,817017
1349,1,835225,822329
1350,1,835581,822269
1353,1,837099,822404
1354,1,837386,822400
1355,1,837808,822528
1356,1,838191,822529
1357,1,838935,822277
1358,1,839386,821962
1359,1,841659,818842
1360,1,841632,818699
1361,1,841500,818489
1362,1,842289,818585
1363,1,842269,818685
1364,1,842123,818937
1366,1,842512,818952
1367,1,842246,818983
1368,1,842209,818835
1369,1,841405,818777
1370,1,838190,822500
1371,1,838884,822246
1372,1,837759,822498
1373,1,837496,822382
1374,1,837262,822392
1376,1,835624,822243
1377,1,835303,822303
1379,1,837687,818433
1380,1,837536,818597
1381,1,837625,818775
1382,1,837643,819165
1383,1,837502,819249
1384,1,837350,819524
1385,1,838177,821573
1387,1,838365,822236
1388,1,838665,822210
1389,1,839083,821879
1390,1,838677,822177
1394,1,837382,819025
1395,1,837338,818732
1400,1,837466,815659
1403,1,839400,822301
1404,1,839465,822603
1406,1,838721,823266
1407,1,838592,823506
1408,1,838446,823518
1411,1,838955,823287
1412,1,839093,823210
1413,1,839488,822578
1414,1,839418,822300
1415,1,839069,822336
1416,1,845716,819550
1417,1,845742,819837
1418,1,844171,820442
1419,1,845723,819521
1422,1,837191,822601
1424,1,834612,815971
1435,1,833393,815920
1438,1,834010,815740
1439,1,834176,815662
1441,1,834294,816141
1448,1,836792,814133
1449,1,836553,814131
1450,1,836199,814432
1451,1,836101,814560
1452,1,835543,814330
1453,1,835502,814553
1454,1,834820,814289
1455,1,834811,814115
1456,1,834821,814068
1457,1,834763,814212
1459,1,833907,814110
1461,1,833638,814250
1462,1,833480,814604
1466,1,834822,814379
1467,1,835164,814529
1468,1,835456,814697
1469,1,835610,814349
1470,1,835932,814515
1471,1,836307,814372
1472,1,836771,814156
1473,1,836995,814122
1475,1,835577,815236
1476,1,834418,812356
1479,1,833486,811721
1481,1,833183,811745
1486,1,831918,813804
1487,1,831572,815687
1489,1,832460,816341
1499,1,833618,816545
1503,1,837994,815684
1504,1,836639,815566
1507,1,833259,816311
1508,1,833353,816281
1509,1,833523,816142
1510,1,833622,816120
1511,1,833784,816022
1512,1,834366,815759
1513,1,837991,815543
1515,1,840614,816360
1535,1,837141,813851
1536,1,837950,813196
1537,1,837569,811111
1538,1,837540,811382
1539,1,837741,811917
1540,1,837784,812313
1544,1,837185,813812
1545,1,837072,813940
1546,1,843904,814144
1549,1,842655,813834
1551,1,843304,814127
1552,1,843708,813868
1553,1,842199,813952
1557,1,843393,814216
1559,1,838722,816854
1560,1,842212,813784
1563,1,842541,814335
1565,1,842883,814404
1567,1,834054,812273
1568,1,843832,813877
1574,1,834286,816254
1581,1,833808,816447
1701,1,844893,818993
1702,1,845093,818788
1703,1,843989,818656
1704,1,844550,818556
1705,1,845084,818757
1706,1,844551,818591
1707,1,844828,818695
3000,1,841154,816213
3001,1,841261,815717
3002,1,841986,814941
3004,1,841525,813216
3005,1,840843,811960
3007,1,841026,810742
3008,1,840035,809475
3009,1,840049,808766
3011,1,840089,807497
3015,1,840853,811271
3016,1,840834,811982
3018,1,834469,815430
3019,1,839245,816983
3021,1,837104,815954
3022,1,835936,815744
3023,1,835750,815729
3024,1,833480,816534
3025,1,831305,815975
3027,1,831275,816180
3028,1,831518,816175
3030,1,834236,816007
3033,1,837497,815654
3034,1,836780,815623
3036,1,837063,814802
3038,1,837300,814331
3039,1,837503,814043
3040,1,837612,813936
3041,1,837548,813820
3043,1,837550,813827
3044,1,837487,813958
3045,1,837490,814084
3061,1,836125,815432
3066,1,837850,816123
3067,1,837956,816081
3068,1,838070,816363
3078,1,838104,816217
3080,1,838896,816638
3081,1,838760,816584
3082,1,838576,816532
3083,1,838413,816571
3084,1,838219,816462
3085,1,841020,815440
3089,1,841402,815457
3091,1,837344,811271
3094,1,839034,809452
3095,1,839145,808820
3096,1,839146,808692
3097,1,839173,808618
3098,1,839188,808734
3100,1,839212,809139
3104,1,839314,808763
3106,1,839180,808602
3108,1,838965,809414
3109,1,838735,810568
3110,1,838445,811035
3112,1,837335,811245
3113,1,837422,811753
3114,1,837267,811879
3116,1,832064,816082
3124,1,838057,815322
3131,1,836440,815522
3134,1,833132,811621
3135,1,834303,811576
3138,1,839999,808868
3142,1,835142,812168
3144,1,833996,812177
3149,1,841802,815214
3150,1,841770,813056
3152,1,842443,811645
3153,1,842755,809807
3154,1,843468,810207
3156,1,843537,810483
3159,1,843699,810711
3160,1,843912,810227
3161,1,843685,810738
3163,1,843642,810907
3167,1,842734,809792
3168,1,842301,811705
3171,1,841581,813147
3172,1,836386,815664
3173,1,835659,815580
3174,1,838133,816022
3178,1,837873,816081
3184,1,832442,813012
3185,1,831692,815899
3186,1,831351,815172
3187,1,831175,815070
3188,1,830894,814924
3189,1,830594,814839
3190,1,830391,814947
3191,1,830295,815002
3192,1,830459,814938
3193,1,830635,814861
3195,1,831284,815120
3196,1,832468,816552
3198,1,835352,812303
3200,1,833469,812485
3202,1,835192,812055
3214,1,836819,815847
3216,1,837211,815526
3217,1,838174,815245
3225,1,840472,808538
3226,1,837585,811022
3235,1,837614,814438
3236,1,837814,814898
3238,1,837958,815218
3242,1,842034,813942
3244,1,842053,813728
3245,1,842010,813601
3246,1,842280,813677
3247,1,842350,814107
3248,1,842273,814184
3251,1,835554,815481
3253,1,842128,814225
3255,1,842204,814100
3256,1,842332,814041
3257,1,842401,813961
3259,1,841970,813579
3262,1,838060,815470
3263,1,839474,816971
3268,1,841421,815456
3269,1,841860,813501
3273,1,833965,816501
3274,1,839485,817019
4001,1,837872,822918
4002,1,837621,822886
4003,1,837391,822793
4004,1,837557,822294
4005,1,837610,822082
4006,1,837768,821807
4008,1,837429,821474
4009,1,837323,821247
4010,1,837314,820996
4011,1,836922,820832
4012,1,836646,820780
4013,1,836274,820709
4014,1,836023,820663
4015,1,835862,820632
4016,1,835546,820571
4018,1,835575,819670
4020,1,835673,819142
4021,1,835724,818641
4022,1,835745,818381
4024,1,835805,817437
4025,1,835463,817244
4027,1,835722,818411
4028,1,835680,818887
4030,1,835549,819694
4032,1,835679,820306
4033,1,835641,820500
4034,1,835494,820650
4035,1,835880,820865
4037,1,837170,820922
4038,1,837248,821031
4039,1,837258,821296
4040,1,837512,821490
4043,1,837545,822344
4047,1,835496,820089
4048,1,835550,819804
4049,1,835717,818717
4050,1,835763,817761
4051,1,835737,818208
4052,1,835706,818604
4053,1,835592,819470
4055,1,836702,820901
4056,1,841889,819985
4059,1,842048,819619
4060,1,841730,819960
4061,1,841486,820053
4062,1,841398,819773
4067,1,840123,820341
4072,1,838333,821450
4074,1,837486,820926
4076,1,835756,817895
4077,1,836322,820884
4078,1,836858,820908
4079,1,837455,820954
4081,1,838311,821551
4082,1,838497,821653
4084,1,839771,821241
4087,1,840328,819724
4088,1,840835,819501
4089,1,841215,819351
4090,1,841339,819674
4091,1,841559,820139
4092,1,841710,819994
4093,1,841908,819788
4094,1,842133,819544
4097,1,834395,822422
4098,1,834616,822235
4099,1,834499,821997
4101,1,834744,821529
4102,1,834571,821086
4103,1,834781,820908
4104,1,835100,820644
4105,1,835330,820452
4109,1,834879,821037
4111,1,834502,821506
4113,1,834439,822062
4114,1,834285,822346
4117,1,838340,822202
4118,1,838079,821855
4119,1,837600,820793
4120,1,837446,820487
4121,1,837381,820059
4122,1,837387,819833
4123,1,837378,819511
4124,1,837247,819244
4132,1,836171,817901
4135,1,836988,818933
4136,1,837220,819246
4137,1,837361,819757
4139,1,837356,820343
4144,1,839128,821880
4145,1,837375,820539
4146,1,836712,818305
4147,1,836281,817487
4148,1,836274,817515
4150,1,837360,819975
4152,1,838718,823468
4154,1,839089,823133
4155,1,838869,823119
4156,1,838725,823127
4157,1,838466,823027
4158,1,838409,822868
4159,1,838442,822706
4161,1,838121,821670
4162,1,837483,820568
4163,1,837538,820481
4164,1,837983,820275
4165,1,837943,820094
4166,1,837773,819900
4167,1,837650,819761
4169,1,837385,819178
4170,1,837381,818846
4172,1,837011,818602
4174,1,836342,818189
4175,1,836794,818322
4176,1,837058,818711
4177,1,837336,818759
4179,1,837363,819438
4180,1,837535,819663
4181,1,837650,819795
4183,1,837554,820339
4184,1,837436,820518
4185,1,837572,820818
4186,1,838064,821874
4187,1,838529,822784
4188,1,838657,822987
4189,1,838859,823023
4190,1,839076,823161
4191,1,838905,823285
4192,1,838812,823283
4194,1,833554,822239
4195,1,833640,822272
4197,1,834360,821987
4198,1,834736,821675
4199,1,835111,821313
4200,1,835229,821090
4201,1,835393,820626
4202,1,835435,820283
4204,1,835233,821040
4205,1,834976,821376
4206,1,834606,821682
4207,1,834425,821833
4208,1,834133,822077
4209,1,834058,822140
4210,1,833731,822133
4211,1,833359,822028
4213,1,832542,822165
4214,1,833594,822118
4215,1,832600,821936
4216,1,832526,822165
4217,1,832433,822302
4218,1,837380,822223
4219,1,837493,821881
4220,1,837332,821960
4221,1,836858,822234
