,STOP_ID,OFF_STOP_ID,TOTAL_PRICE,PATH,new cost,total_distance2,X,Y,longitude,latitude,district,district_encoded
3784,12578,122,8.6,"[12578, 308, 122]",6.6,13251.34479,832078.0,812920.0,114.13622493938182,22.25506081696144,Southern,10
3785,495,122,8.6,"[495, 309, 122]",6.6,12801.66248,832311.0,812547.0,114.13848631189713,22.251692927757283,Southern,10
3786,10000305,122,8.6,"[10000305, 309, 122]",6.6,12742.73019,832361.0,812601.0,114.13897124551326,22.25218069747652,Southern,10
3787,13033,122,8.6,"[13033, 309, 122]",6.6,12702.43161,832408.0,812569.0,114.13942728463876,22.251891821688183,Southern,10
3788,3200,122,8.6,"[3200, 310, 122]",6.6,11934.03646,833469.0,812485.0,114.14972051857777,22.25113528801543,Southern,10
3789,559,122,8.6,"[559, 310, 122]",6.6,11888.36707,833461.0,812433.0,114.14964299915589,22.25066568025364,Southern,10
3790,511,122,8.6,"[511, 310, 122]",6.6,11858.16117,833216.0,812202.0,114.1472666370552,22.24857918051095,Southern,10
3791,560,122,8.6,"[560, 310, 122]",6.6,11839.57151,833253.0,812403.0,114.14762520072983,22.250394410184988,Southern,10
3792,558,122,8.6,"[558, 310, 122]",6.6,11808.07811,833430.0,812343.0,114.14934241979772,22.249852869387198,Southern,10
3793,12995,122,8.6,"[12995, 310, 122]",6.6,11783.13983,833401.0,812251.0,114.14906124968768,22.249021999860297,Southern,10
3794,12994,122,8.6,"[12994, 310, 122]",6.6,11781.24563,833268.0,812331.0,114.14777085293296,22.24974422802098,Southern,10
3795,501,468,8.6,"[501, 10000142, 468]",6.6,10670.34363,832243.0,813366.0,114.13782457547136,22.259088883926584,Southern,10
3796,502,468,8.6,"[502, 10000142, 468]",6.6,10531.51038,832460.0,813137.0,114.13993040873171,22.2570213543684,Southern,10
3797,10224,122,8.6,"[10224, 12455, 122]",6.6,10369.40999,835226.0,812081.0,114.1667658878765,22.247488845269785,Southern,10
3799,10000050,122,8.6,"[10000050, 12455, 122]",6.6,10235.75049,835270.0,811838.0,114.16719288219672,22.24529441704985,Southern,10
3800,1153,122,8.6,"[1153, 449, 122]",6.6,10098.61161,833549.0,811560.0,114.15049818026142,22.24278204243668,Southern,10
3801,454,122,8.6,"[454, 449, 122]",6.6,10049.95816,833471.0,811704.0,114.14974127715617,22.24408233571688,Southern,10
3802,452,122,8.6,"[452, 450, 122]",6.6,9625.96518,834169.0,811633.0,114.15651250778228,22.24344214460345,Southern,10
3803,453,122,8.6,"[453, 450, 122]",6.6,9520.690085,834014.0,811584.0,114.15500896359364,22.242999446564745,Southern,10
3804,482,122,8.6,"[482, 451, 122]",6.6,9172.078269,834318.0,811455.0,114.15795813137584,22.24183485791026,Southern,10
3805,530,122,8.6,"[530, 505, 122]",6.6,8060.992195,834106.0,812322.0,114.15590043780148,22.249664201829507,Southern,10
3806,1567,122,8.6,"[1567, 505, 122]",6.6,8005.53503,834054.0,812273.0,114.15539604503236,22.24922163321384,Southern,10
3807,535,122,8.6,"[535, 505, 122]",6.6,7994.293156,834192.0,812191.0,114.15673490591828,22.248481289089675,Southern,10
3808,476,122,8.6,"[476, 505, 122]",6.6,7945.244405,834094.0,812205.0,114.1557841817666,22.24860759822044,Southern,10
3809,3144,122,8.6,"[3144, 505, 122]",6.6,7924.033396,833996.0,812177.0,114.15483351513082,22.24835461355365,Southern,10
3810,13076,122,8.6,"[13076, 505, 122]",6.6,7885.521686,833996.0,812127.0,114.15483358562383,22.24790307991929,Southern,10
3811,13174,122,8.6,"[13174, 505, 122]",6.6,7832.893926,834037.0,812074.0,114.15523140139724,22.24742450756113,Southern,10
3812,12474,122,8.6,"[12474, 312, 122]",6.6,7609.606766,834316.0,812170.0,114.1579378645503,22.24829178918909,Southern,10
3813,659,122,8.6,"[659, 483, 122]",6.6,7451.826262,834043.0,811317.0,114.155290652283,22.240588292582576,Southern,10
3814,338,468,8.6,"[338, 307, 468]",6.6,7145.127791,832109.0,813547.0,114.13652406592824,22.260723115784494,Southern,10
